"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"299"	299	0	27	"white"	"green"	"accurate"	"PhD"	4	1	40	775.498169182067	3
"300"	300	0	26	"other"	"brown"	"glasses"	"PhD"	5	0	21	934.215027369599	2
"301"	301	1	31	"white"	"brown"	"accurate"	"MS"	1	1	85	546.827138328123	6
"302"	302	0	31	"white"	"green"	"cannon"	"HighSchool"	2	1	60	674.966618331205	3
"303"	303	0	24	"white"	"brown"	"accurate"	"HighSchool"	3	0	48	754.038729097591	4
"304"	304	1	28	"white"	"green"	"cannon"	"MS"	4	0	36	804.720593314737	5
"305"	305	0	30	"white"	"brown"	"glasses"	"HighSchool"	5	NA	25	881.629498038197	2
"306"	306	0	28	"white"	"green"	"accurate"	"HighSchool"	1	1	74	620.854137125242	4
"307"	307	1	28	"white"	"brown"	"cannon"	"MS"	2	1	58	825.157006479354	5
"308"	308	1	25	"white"	"green"	"eyepatch"	"MS"	3	1	49	738.520990479284	5
"309"	309	0	26	"white"	"green"	"accurate"	"PhD"	4	0	42	879.811326191628	2
"310"	310	1	29	"white"	"green"	"accurate"	"PhD"	5	0	26	944.230164715485	4
"311"	311	1	28	"hispanic"	"brown"	"eyepatch"	"MS"	1	1	90	610.461806836528	7
"312"	312	0	28	"white"	"brown"	"glasses"	"BA"	2	1	80	655.322614488175	5
"313"	313	0	31	"white"	"brown"	"glasses"	"HighSchool"	3	0	62	734.680368755896	5
"314"	314	1	29	"asian"	"green"	"accurate"	"BA"	4	0	31	945.902474921346	4
"315"	315	1	25	"black"	"brown"	"accurate"	"HighSchool"	5	0	36	791.531984662561	5
"316"	316	1	26	"white"	"brown"	"glasses"	"HighSchool"	1	0	79	597.244057592954	6
"317"	317	1	27	"black"	"brown"	"accurate"	"PhD"	2	1	78	612.692293007593	5
"318"	318	0	26	"white"	"green"	"accurate"	"BA"	3	0	58	807.308990392	3
"319"	319	0	30	"other"	"brown"	"eyepatch"	"HighSchool"	4	1	44	881.076909256074	3
"320"	320	1	25	"asian"	"green"	"cannon"	"BA"	5	0	26	935.975495090623	4
"321"	321	0	26	"white"	"brown"	"accurate"	"BA"	1	1	75	630.498954163024	5
"322"	322	0	28	"white"	"green"	"eyepatch"	"PhD"	2	1	51	831.59964840477	4
"323"	323	0	30	"white"	"brown"	"accurate"	"MS"	3	0	53	831.081297293465	4
"324"	324	1	34	"black"	"brown"	"glasses"	"PhD"	4	1	52	807.863138640166	5
"325"	325	0	28	"black"	"brown"	"eyepatch"	"PhD"	5	0	29	877.581072870771	2
"326"	326	0	28	"black"	"brown"	"accurate"	"BA"	1	1	84	626.657317181599	4
"327"	327	1	27	"white"	"green"	"eyepatch"	"HighSchool"	2	0	62	698.693362003918	6
"328"	328	0	24	"black"	"brown"	"glasses"	"HighSchool"	3	1	62	752.197749416518	4
"329"	329	1	30	"hispanic"	"green"	"cannon"	"BA"	4	0	44	744.16879516304	5
"330"	330	1	31	"asian"	"green"	"cannon"	"PhD"	5	0	0	1046.71459027607	4
"331"	331	0	26	"white"	"green"	"glasses"	"MS"	1	1	73	752.122736679294	4
"332"	332	1	31	"white"	"green"	"accurate"	"HighSchool"	2	0	69	656.98571801067	6
"333"	333	1	28	"white"	"brown"	"cannon"	"BA"	3	0	46	696.756757645963	4
"334"	334	1	29	"white"	"green"	"glasses"	"BA"	4	0	37	923.056028440012	4
"335"	335	0	31	"asian"	"green"	"eyepatch"	"BA"	5	0	15	1025.39141336287	2
"336"	336	0	27	"white"	"brown"	"glasses"	"PhD"	1	1	89	579.667428495963	4
"337"	337	1	30	"asian"	"brown"	"glasses"	"BA"	2	0	63	664.598188728643	6
"338"	338	0	31	"white"	"brown"	"cannon"	"PhD"	3	1	43	854.616800298664	3
"339"	339	0	32	"asian"	"green"	"eyepatch"	"PhD"	4	0	38	954.211057837179	3
"340"	340	1	32	"black"	"brown"	"eyepatch"	"BA"	5	0	28	933.649197905324	4
"341"	341	0	31	"black"	"brown"	"eyepatch"	"BA"	1	1	91	518.644938733479	5
"342"	342	0	26	"asian"	"brown"	"accurate"	"PhD"	2	1	64	758.070039982184	4
"343"	343	1	30	"black"	"brown"	"glasses"	"BA"	3	0	45	779.354499147524	5
"344"	344	0	28	"white"	"brown"	"eyepatch"	"PhD"	4	1	45	777.125977196747	4
"345"	345	0	29	"white"	"green"	"accurate"	"HighSchool"	5	0	15	990.223635249099	2
"346"	346	0	31	"hispanic"	"green"	"cannon"	"MS"	1	1	70	678.543181819302	4
"347"	347	0	30	"asian"	"green"	"glasses"	"PhD"	2	0	48	734.554190165077	3
"348"	348	0	24	"black"	"green"	"glasses"	"HighSchool"	3	1	54	916.344658128162	3
"349"	349	0	29	"white"	"brown"	"cannon"	"BA"	4	0	35	833.484938613265	3
"350"	350	1	28	"black"	"brown"	"cannon"	"MS"	5	1	23	921.652380407276	4
"351"	351	0	28	"white"	"green"	"cannon"	"BA"	1	1	78	696.507203053271	5
"352"	352	1	27	"other"	"brown"	"cannon"	"PhD"	2	NA	73	690.857904149862	7
"353"	353	1	29	"white"	"green"	"glasses"	"HighSchool"	3	0	50	650.843707143733	6
"354"	354	1	30	"white"	"brown"	"accurate"	"MS"	4	0	45	793.068723483313	5
"355"	355	0	29	"white"	"brown"	"glasses"	"HighSchool"	5	1	25	874.062646579657	2
"356"	356	0	29	"white"	"brown"	"cannon"	"HighSchool"	1	1	91	650.676629526511	5
"357"	357	1	27	"asian"	"brown"	"accurate"	"BA"	2	0	66	699.040598097013	6
"358"	358	1	29	"hispanic"	"green"	"eyepatch"	"HighSchool"	3	0	59	665.679889186641	6
"359"	359	1	27	"asian"	"green"	"glasses"	"PhD"	4	0	26	932.166454540116	5
"360"	360	0	24	"black"	"green"	"eyepatch"	"HighSchool"	5	0	17	935.336010689907	2
"361"	361	1	29	"white"	"green"	"cannon"	"PhD"	1	0	71	558.912812943481	5
"362"	362	1	32	"hispanic"	"brown"	"eyepatch"	"HighSchool"	2	0	74	606.67745803968	7
"363"	363	1	25	"white"	"brown"	"cannon"	"HighSchool"	3	0	56	668.503592252307	6
"364"	364	0	31	"white"	"green"	"eyepatch"	"BA"	4	0	34	919.982556306884	3
"365"	365	0	31	"other"	"green"	"accurate"	"BA"	5	0	35	829.602351636512	4
"366"	366	0	29	"white"	"green"	"eyepatch"	"BA"	1	1	84	515.238297308539	4
"367"	367	0	26	"white"	"brown"	"accurate"	"PhD"	2	1	77	667.583092665298	4
"368"	368	1	25	"black"	"brown"	"eyepatch"	"PhD"	3	0	61	780.399181994903	5
"369"	369	0	32	"white"	"green"	"glasses"	"HighSchool"	4	0	29	876.977561667768	4
"370"	370	1	30	"black"	"green"	"glasses"	"PhD"	5	0	24	901.167693269664	4
"371"	371	1	29	"white"	"brown"	"glasses"	"BA"	1	1	84	693.050084684576	6
"372"	372	0	29	"white"	"green"	"cannon"	"PhD"	2	1	56	720.865569114606	4
"373"	373	0	25	"white"	"green"	"glasses"	"MS"	3	0	42	832.809631967958	2
"374"	374	0	31	"black"	"green"	"cannon"	"MS"	4	0	39	895.455227857611	3
"375"	375	0	32	"black"	"brown"	"glasses"	"HighSchool"	5	0	25	1041.51124182346	2
"376"	376	0	29	"white"	"brown"	"accurate"	"MS"	1	0	90	574.540563901226	5
"377"	377	1	26	"white"	"green"	"cannon"	"HighSchool"	2	1	69	596.660522720883	6
"378"	378	1	28	"asian"	"brown"	"cannon"	"MS"	3	1	53	765.04645162332	5
"379"	379	0	27	"black"	"green"	"glasses"	"MS"	4	0	32	901.91094338314	3
"380"	380	1	30	"other"	"brown"	"eyepatch"	"HighSchool"	5	0	31	925.87685965482	5
"381"	381	1	29	"black"	"green"	"glasses"	"BA"	1	1	64	684.607657975406	6
"382"	382	0	27	"white"	"brown"	"eyepatch"	"HighSchool"	2	0	58	766.709890227792	4
"383"	383	0	28	"black"	"green"	"glasses"	"PhD"	3	0	52	703.896203546682	4
"384"	384	1	32	"other"	"brown"	"glasses"	"BA"	4	0	43	888.631326522876	5
"385"	385	0	29	"black"	"green"	"glasses"	"HighSchool"	5	0	22	944.735951339482	3
"386"	386	0	30	"white"	"brown"	"cannon"	"PhD"	1	0	77	714.536299925114	4
"387"	387	1	31	"hispanic"	"brown"	"glasses"	"BA"	2	1	74	627.178397569232	6
"388"	388	0	33	"black"	"green"	"eyepatch"	"MS"	3	0	53	835.867421269909	3
"389"	389	1	23	"white"	"green"	"eyepatch"	"BA"	4	0	24	960.008330927841	4
"390"	390	0	23	"asian"	"green"	"eyepatch"	"PhD"	5	0	28	934.96733215785	3
"391"	391	0	30	"hispanic"	"green"	"eyepatch"	"BA"	1	0	78	681.171624352537	4
"392"	392	0	28	"white"	"brown"	"eyepatch"	"HighSchool"	2	1	80	644.032047161568	4
"393"	393	0	31	"white"	"brown"	"glasses"	"MS"	3	1	45	778.964744187386	4
"394"	394	1	29	"white"	"brown"	"cannon"	"MS"	4	1	47	882.268539042512	4
"395"	395	0	28	"white"	"green"	"glasses"	"HighSchool"	5	0	10	998.926512490894	2
"396"	396	0	28	"black"	"green"	"cannon"	"MS"	1	1	76	745.857298534852	4
"397"	397	0	32	"asian"	"green"	"accurate"	"MS"	2	0	63	807.79922086512	5
"398"	398	1	24	"black"	"green"	"glasses"	"BA"	3	0	54	738.908158410327	6
"399"	399	1	28	"black"	"brown"	"cannon"	"PhD"	4	0	39	829.965454661209	4
"400"	400	1	34	"other"	"green"	"eyepatch"	"MS"	5	0	10	1030.72493646789	4
"401"	401	0	28	"asian"	"brown"	"accurate"	"HighSchool"	1	1	75	646.611039642606	4
"402"	402	1	31	"white"	"brown"	"cannon"	"PhD"	2	1	70	653.619388234235	6
"403"	403	1	29	"white"	"brown"	"eyepatch"	"MS"	3	0	59	700.25238914208	5
"404"	404	0	29	"white"	"brown"	"eyepatch"	"MS"	4	1	34	854.664619594132	4
"405"	405	0	28	"asian"	"green"	"glasses"	"BA"	5	0	26	952.67996133933	2
"406"	406	0	27	"hispanic"	"brown"	"accurate"	"HighSchool"	1	1	82	594.311344086715	5
"407"	407	1	28	"black"	"brown"	"cannon"	"MS"	2	1	75	553.171664026515	6
"408"	408	1	27	"other"	"green"	"cannon"	"HighSchool"	3	0	48	884.436654080902	3
"409"	409	1	29	"black"	"green"	"glasses"	"MS"	4	1	37	816.712141913277	5
"410"	410	0	25	"black"	"brown"	"accurate"	"MS"	5	1	29	965.221322684656	4
"411"	411	1	28	"black"	"green"	"eyepatch"	"MS"	1	1	71	659.326387723002	7
"412"	412	0	31	"asian"	"brown"	"eyepatch"	"PhD"	2	0	70	639.27158509562	5
"413"	413	1	24	"hispanic"	"green"	"cannon"	"MS"	3	0	46	756.093479070063	4
"414"	414	0	31	"other"	"brown"	"cannon"	"PhD"	4	1	33	896.24226694173	4
"415"	415	0	27	"white"	"brown"	"cannon"	"HighSchool"	5	0	20	952.59967333089	4
"416"	416	0	32	"white"	"green"	"cannon"	"PhD"	1	0	75	654.149021484435	5
"417"	417	0	28	"white"	"brown"	"cannon"	"HighSchool"	2	1	72	749.891805628287	4
"418"	418	0	31	"other"	"green"	"eyepatch"	"PhD"	3	0	44	919.8803571654	4
"419"	419	1	29	"black"	"brown"	"cannon"	"MS"	4	0	37	886.956415254954	5
"420"	420	1	25	"white"	"green"	"eyepatch"	"HighSchool"	5	0	19	952.627371748697	4
"421"	421	0	29	"hispanic"	"green"	"eyepatch"	"HighSchool"	1	1	75	691.937415898583	5
"422"	422	1	29	"black"	"brown"	"accurate"	"MS"	2	1	54	737.969378628541	5
"423"	423	1	29	"black"	"brown"	"accurate"	"MS"	3	0	58	757.560650218892	6
"424"	424	1	30	"white"	"green"	"glasses"	"BA"	4	1	30	986.124392981288	5
"425"	425	0	28	"white"	"brown"	"cannon"	"HighSchool"	5	0	39	857.223652867567	NA
"426"	426	0	28	"other"	"brown"	"accurate"	"HighSchool"	1	0	91	575.853736963601	5
"427"	427	1	23	"white"	"brown"	"accurate"	"BA"	2	1	66	641.154324401343	4
"428"	428	1	28	"white"	"brown"	"cannon"	"BA"	3	0	47	808.692714292677	5
"429"	429	0	31	"other"	"green"	"glasses"	"BA"	4	0	35	872.42464617423	4
"430"	430	0	31	"black"	"brown"	"eyepatch"	"MS"	5	0	25	870.79934849803	3
"431"	431	0	31	"black"	"brown"	"cannon"	"HighSchool"	1	1	86	511.414150542048	5
"432"	432	0	30	"white"	"brown"	"eyepatch"	"BA"	2	0	69	726.021505868634	4
"433"	433	1	28	"black"	"green"	"accurate"	"BA"	3	0	58	801.234862110674	5
"434"	434	1	27	"white"	"green"	"eyepatch"	"HighSchool"	4	0	33	934.213726937285	4
"435"	435	1	27	"asian"	"brown"	"cannon"	"HighSchool"	5	1	28	936.737801092726	5
"436"	436	0	27	"other"	"green"	"cannon"	"MS"	1	1	65	602.035133611733	4
"437"	437	0	30	"white"	"brown"	"accurate"	"PhD"	2	0	75	682.144221877611	4
"438"	438	1	28	"asian"	"brown"	"accurate"	"PhD"	3	1	49	792.080847665661	5
"439"	439	0	30	"black"	"green"	"accurate"	"PhD"	4	1	31	911.241117640592	3
"440"	440	0	24	"hispanic"	"brown"	"accurate"	"BA"	5	0	29	870.791206731962	2
"441"	441	0	27	"white"	"brown"	"accurate"	"BA"	1	0	87	518.424024659819	6
"442"	442	1	27	"black"	"green"	"eyepatch"	"PhD"	2	0	68	759.755213964357	5
"443"	443	0	31	"other"	"green"	"accurate"	"MS"	3	1	40	790.130692178508	3
"444"	444	0	25	"other"	"brown"	"cannon"	"PhD"	4	1	52	802.339698366075	4
"445"	445	1	29	"white"	"green"	"eyepatch"	"HighSchool"	5	1	14	1029.99261131322	4
"446"	446	0	27	"hispanic"	"brown"	"accurate"	"HighSchool"	1	0	64	698.140374806911	5
"447"	447	1	32	"white"	"green"	"cannon"	"HighSchool"	2	1	51	756.353622937471	4
"448"	448	0	30	"white"	"brown"	"cannon"	"HighSchool"	3	1	52	763.071043735713	4
"449"	449	1	31	"white"	"brown"	"glasses"	"PhD"	4	1	23	897.706546697146	5
"450"	450	0	27	"white"	"brown"	"eyepatch"	"MS"	5	0	24	890.15563387127	3
"451"	451	1	31	"white"	"brown"	"glasses"	"MS"	1	1	89	604.557951680852	6
"452"	452	1	29	NA	"green"	"glasses"	"HighSchool"	2	1	69	687.809825762921	6
"453"	453	0	30	"white"	"green"	"glasses"	"BA"	3	0	46	803.061220202008	4
"454"	454	1	28	"white"	"brown"	"accurate"	"PhD"	4	0	39	736.573579867061	5
"455"	455	0	32	"white"	"brown"	"glasses"	"PhD"	5	0	25	976.137394003068	2
"456"	456	0	26	"black"	"brown"	"accurate"	"PhD"	1	0	88	580.435724705407	5
"457"	457	1	28	"white"	"brown"	"eyepatch"	"MS"	2	1	65	592.428690370635	6
"458"	458	0	26	"hispanic"	"green"	"accurate"	"MS"	3	1	57	756.138482347296	4
"459"	459	1	27	"white"	"green"	"eyepatch"	"MS"	4	0	44	816.531257707391	4
"460"	460	0	30	"white"	"brown"	"glasses"	"BA"	5	0	35	825.272819486755	3
"461"	461	1	28	"hispanic"	"brown"	"cannon"	"PhD"	1	1	92	525.462068741046	6
"462"	462	1	29	"black"	"brown"	"eyepatch"	"HighSchool"	2	0	70	679.291059182412	6
"463"	463	0	34	"white"	"brown"	"accurate"	"PhD"	3	1	58	698.449932722582	4
"464"	464	0	30	"white"	"brown"	"accurate"	"PhD"	4	0	54	785.842425701763	4
"465"	465	1	29	"white"	"green"	"glasses"	"HighSchool"	5	0	21	855.087288563715	4
"466"	466	0	31	"black"	"green"	"eyepatch"	"BA"	1	1	75	623.348042647737	4
"467"	467	1	29	"white"	"green"	"cannon"	"PhD"	2	0	61	859.100252078372	7
"468"	468	1	27	"black"	"brown"	"glasses"	"HighSchool"	3	0	59	779.197075718233	4
"469"	469	0	31	"white"	"green"	"accurate"	"BA"	4	1	38	747.082778939536	3
"470"	470	0	29	"hispanic"	"green"	"glasses"	"PhD"	5	0	27	861.945081531124	4
"471"	471	1	30	"black"	"green"	"glasses"	"HighSchool"	1	1	76	593.397824772937	6
"472"	472	0	29	"black"	"brown"	"accurate"	"BA"	2	0	68	634.687228028074	3
